distance(mi),type,max_height(ft),min_height(ft),ascent(ft),descent(ft),avg_grade(%),max_grade(%),trail_name,difficulty,rating,description,state
2.0,Point to Point,2377,1087,0,1289,12,23,Ross Trail,Very Difficult,5.0,"        Head slightly uphill from Alan Seeger Rd. Ross Trail is just past the fire tower.

The trail is entirely downhill and winds through a wooded and shady area. The surface is dirt with a lot of rocks and quite a few rock gardens. There's one very steep portion between 1 and 1.5 miles in. Some of the parts after the steep sections stay very wet after rainfall, so beware.
    ",PA
0.9,Point to Point,268,186,92,74,4,11,Green Loop,Easy,5.0,"        The Green Loop begins at the parking lot along with the Red Loop and the Yellow Loop. Follow the trails through the forest and out to the wide open meadow. The Green Loop joins the Red Loop and the Yellow Loop in different sections along the meadow. Follow the green arrows to stay on the trail. This meadow is particularly beautiful in the late fall when the grass is tall and dry.
    ",PA
4.4,Point to Point,1646,1149,317,661,4,14,Brush Ridge Trail,Difficult,5.0,"        Brush Ridge Trail runs from Spruce Gap Road to Coopers Gap Road, but the last short section to Cooper's Gap Road is probably the most heavily trafficked. It connects the main loops of the Coopers Gap area with the parking lot that most folks from State College use. 

The trail is fairly steadily down, with a a climb at the start and the middle. The trail can be rocky in places.
    ",PA
0.3,Point to Point,1518,1378,11,150,10,25,Escarpment Trail,Difficult,5.0,"
Land Manager:  Hawk Mountain Sactuary
 ",PA
0.7,Point to Point,198,193,8,9,0,1,Purple Loop,Easy,5.0,"        The Purple Loop is a short and easy loop from the parking lot, to the woods, along the Brandywine Creek and then back to the parking lot. This is an excellent short trail for taking dogs out on, or going for a short jaunt through nature. There are some good views of the creek and farmland.
    ",PA
1.1,Point to Point,1584,1375,209,0,4,7,Blue Trail,Intermediate,5.0,Near the Hickory Run Campground.,PA
3.0,Point to Point,2314,1495,234,844,7,33,Sassafras Trail,Difficult,5.0,"        This is a nice rolling ridge trail that drops off steeply after the intersection of Sassy Pig Trail.  However it is all still very manageable down.
    ",PA
0.5,Point to Point,555,524,2,31,1,7,Berger Dam Trail,Easy,5.0,"        This trail is primarily made for disc golf, though it does lead to a historic site where the remains of the Berger Dam are. It's mostly open singletrack although there are a couple sections that are steep and rougher but there are alternative routes to avoid those sections.
    ",PA
0.6,Loop,12,4,5,8,0,1,Big Boardwalk Loop Trail,Easy,5.0,"
Land Manager:  USFWS - John Heinz at Tinicum
 ",PA
0.3,Point to Point,309,154,155,3,9,15,Hill Connector,Difficult,5.0,"        If you want a good work out and want to cry a little, climb this hill. It is not technically challenging, just straight uphill.
    ",PA
5.8,Point to Point,1884,1132,452,1143,5,38,Tanbark Trail,Intermediate,5.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
1.2,Point to Point,2405,1694,139,798,15,42,Kettle Trail,Difficult,5.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
2.8,Point to Point,1271,965,306,0,2,3,Hook Tram Trail,Easy/Intermediate,5.0,The best places to park are at the reservoir and by the bridge on Brandon Road (less than 1/2 mile away). If you have a group I would suggest contacting the Mifflinburg Bourgh beforehand. No restroom access and cell service is spotty at best.,PA
0.5,Point to Point,480,449,2,33,1,3,Creek Trail,Intermediate,5.0,"        Chiefs Trail begins near the visitor's center at Crow's Nest preserve and winds along French Creek before connecting to Chief's Grove Trail. The trail is clearly marked with circular yellow arrows. You wander thought though forest the over wooden planks that cover marshy wetlands till you reach open meadow.  Sometimes the meadows are just high green grass and other times they are filled with native wildflowers. The trail is relatively flat all the way through and is kept well-mowed through the year.
    ",PA
1.3,Point to Point,1554,1486,73,27,1,2,Beautiful Trail,Difficult,5.0,"        In either direction, Beautiful Trail is both pleasure and pain. In spots, it has rocks as far as the eye can see, and in other spots it has a great twisty smooth trail that keeps you moving. 

Hike it in the summer at the peak of blueberry season and you'll have a good chance of running into a bear.
    ",PA
0.2,Point to Point,924,851,76,52,10,26,Balanced Rock Trail,Intermediate/Difficult,5.0,"
Land Manager:  PA DCNR - Trough Creek State Park
 ",PA
0.8,Point to Point,508,302,213,139,8,15,Redbud Trail,Intermediate,5.0,"        This is a great section of trail to hike with a few water crossings and gorgeous fall colors. A little tricky to navigate due to the lack of trail marking.
    ",PA
2.0,Point to Point,1340,703,645,385,10,29,Whitetail Trail,Intermediate/Difficult,5.0,"
Land Manager:  PA DCNR - Joseph E. Ibberson Conservation Area
 ",PA
0.9,Point to Point,471,461,18,18,1,4,Army Heritage Trail,Easy,5.0,"
Land Manager:  U.S. Army Heritage and Education Center
 ",PA
0.5,Loop,201,154,42,47,3,8,Yellow Loop,Easy,5.0,"        A short, easy trail through the forest with a brief peek into an open meadow. Follow the arrows from the parking lot and along the Red Loop/ Yellow Loop before breaking off from the Red Loop to turn back into the forest. Take a short jaunt along the meadow before heading back down into the forest and out into the parking area again. A great trail for new hikers or hikers with young children who are just learning about nature.
    ",PA
1.3,Point to Point,2278,1302,0,976,14,28,Ruff Gap Trail,Difficult,5.0,"        This trail can be entered off Seeger Rd/Rag Hollow Rd. The 1.2-mile trail increases in steepness as you go, with sizeable ledges and loose rocks.

At the end, take a left on Spencer Trail and follow that out to the intersection of Spencer Trail, Sassafras Trail, and Rag Hollow Rd.
    ",PA
0.9,Point to Point,1174,1068,108,46,3,6,Hop Back,Intermediate,5.0,"        The trail starts at the southeast end of parking lot and connects the parking lot with Lykens Road. 

The trail goes through some fairly dense forest area with a lot of undergrowth. It then weaves through some pine trees with pine needles on the ground and through some rocky areas.

Near the end, the trail turns to the right and zig zags down to the Lykens Rd.
    ",PA
1.6,Point to Point,1505,1225,324,46,4,12,Deer Tick Trail,Difficult,5.0,"        A multiple switchback ascent out of Cooper's Gap, this climb is definitely not the easy way to the top. There are lots of roots and rocks, with a few steep pitches thrown in. However, it's pretty much the only way up at that end of the valley. 

The first stretch from Cooper's Gap up to the unnamed haul road used to be called ""Long Cut"", basically because it takes a long time to go a short distance. Once you cross the haul road, you've got a short steep climb before you get to Deer Tick proper. Be on the look out for a sharp right, as it's easy to miss. If you do miss it, the trail loops around and doubles back in about 75 feet. It's probably the only trail with a cul de sac. 

The climb up is very cool, as it crosses through multiple forest stages and opens up into a nice hard wood forest. There are some great rock formations and if you look over your shoulder, you can catch glimpses of Big Valley off in the distance.
    ",PA
2.1,Point to Point,1514,1170,0,344,3,12,Sassafras XX Trail,Difficult,5.0,"        A great rolling singletrack that will twist and turn for two miles.
    ",PA
1.5,Point to Point,1634,1539,121,125,3,19,Chicken Peter Trail,Difficult,5.0,"        Chicken Peter Trail was built in 2007 as an alternative to Coopers Gap Road, connecting two very popular loops in the forest with some of the best contour trail in the forest. It works great in either direction, but the aastern end has some of the most difficult rock features and tightest tree gaps of any place in the forest. 

The trail connects several feed plots along Coopers Gap, so it's not uncommon to hear the buzz of swarms of honey bees working the apple trees in these clearings. Supposedly Rich Wertz, the trail builder, followed a bear's meanderings through the woods to come up with the layout.
    ",PA
0.4,Point to Point,1185,1087,5,98,5,8,Turn Down for What (TD4W),Difficult,5.0,"
Land Manager:  Butler County - Parks and Recreation
 ",PA
0.7,Point to Point,1597,1530,69,13,2,21,Rapid Run Nature Trail,Easy,5.0,"
Land Manager:  PA DCNR - Bald Eagle State Forest
 ",PA
0.9,Point to Point,1493,983,20,511,12,15,No Name Trail,Very Difficult,5.0,"        Can be done either direction but easier when used as a downhill; this is a challenging rocky trail. It is covered with loose rocks that shift under you as you hike.

Access Info:
Off Beautiful Trail, Sand Hole Trail and Lingle Valley Rd
",PA
1.8,Point to Point,1549,802,594,747,14,33,Smiths Knob Trail,Difficult,5.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
2.2,Point to Point,1600,1214,87,445,5,14,Shittaka Trail,Difficult,5.0,"        Shittaka Trail has an initial flat and rocky section (necessitated by a timber sale that took out the original upper section) followed by a moderately-graded mile-long downhill that is rocky in places and winds through the forest. 

There is only one real intersection on the trail, a four-way that if you go right will take you out to Flat Road, but it's worth staying straight and enjoying the entire length, start to finish.
    ",PA
